subscription_id,customer_id,plan_id,start_date,end_date,status,auto_renew
5432d26a-6030-400f-a7d4-33b397b2d955,ecc8e572-9b07-4930-a880-5b695b56561b,32b15e00-876d-4375-87b9-7dd44fe61f63,2023-11-22,2023-12-08,canceled,False
99b235f6-9ab9-42b0-b387-2f89bad78f6d,ecc8e572-9b07-4930-a880-5b695b56561b,32b15e00-876d-4375-87b9-7dd44fe61f63,2024-01-25,2024-02-13,canceled,False
6a0427e2-19ac-4dbd-a0a6-e9affc5c09f9,266c14c7-c9d4-41de-9ff9-90e6c3d878fc,2e320402-1f28-4910-a881-e7345f8a0afc,2020-04-04,2020-04-25,canceled,False
94583846-362a-4fdb-83f5-4f367016d67b,266c14c7-c9d4-41de-9ff9-90e6c3d878fc,2e320402-1f28-4910-a881-e7345f8a0afc,2021-02-27,2021-03-16,canceled,False
9739b2f1-8d9a-4758-ac97-06cef136fd43,266c14c7-c9d4-41de-9ff9-90e6c3d878fc,2e320402-1f28-4910-a881-e7345f8a0afc,2022-01-16,2023-01-06,canceled,False
46d4f0df-fdaa-4f15-88b5-1b0a00572527,8e2bb238-3b95-4456-bedd-a21829171aeb,8e481eae-2a55-4b20-96f7-2f696903aef1,2022-08-02,2022-11-28,canceled,False
0e473c80-fa8d-40e2-bdbc-807a1a364e7e,8e2bb238-3b95-4456-bedd-a21829171aeb,8e481eae-2a55-4b20-96f7-2f696903aef1,2022-11-17,2024-03-01,canceled,False
9f71dc5a-924b-4df7-9828-8f32860899af,8e2bb238-3b95-4456-bedd-a21829171aeb,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-02-11,2024-03-01,canceled,False
8146f7d9-329a-4433-8d83-84b793fee9a6,0f328457-d07a-4bc0-ab31-d326f17a2525,642d8371-5b48-4ceb-b09f-8a960abe502a,2022-01-28,2023-01-15,canceled,False
e08cfde3-9f99-48c8-bfc3-8b220b78ade5,0f328457-d07a-4bc0-ab31-d326f17a2525,642d8371-5b48-4ceb-b09f-8a960abe502a,2022-03-01,2023-02-22,canceled,False
c4187493-a457-4227-ab84-cbf6593703a1,0f328457-d07a-4bc0-ab31-d326f17a2525,642d8371-5b48-4ceb-b09f-8a960abe502a,2022-04-03,2023-03-25,canceled,False
fc77488d-6b6a-4756-8275-2c5904f0a603,68c30a12-560c-4174-8535-b931a67bd55c,c55ebfae-af13-45e0-904f-c57ed6dfd583,2023-11-03,2023-11-21,canceled,False
60cab401-166a-4805-b83f-87115a978d2f,68c30a12-560c-4174-8535-b931a67bd55c,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-04-06,,past_due,True
363b07ac-1f83-4d8b-a45d-48f13e899e5d,e58e6418-0483-4e41-b9b5-ab5aa63f53e4,2e320402-1f28-4910-a881-e7345f8a0afc,2021-01-02,2021-12-21,canceled,False
bf75e66c-f766-44c6-9775-305df6c52155,e58e6418-0483-4e41-b9b5-ab5aa63f53e4,2e320402-1f28-4910-a881-e7345f8a0afc,2021-01-18,2022-12-29,canceled,False
6b7df377-15b9-42b7-bc3d-2923300729ca,e58e6418-0483-4e41-b9b5-ab5aa63f53e4,2e320402-1f28-4910-a881-e7345f8a0afc,2022-01-16,2022-02-01,canceled,False
d21b7915-0f86-4885-9e5b-0b662bacf599,d46363d0-099f-46d6-8ec0-a459ec7e9b9a,c55ebfae-af13-45e0-904f-c57ed6dfd583,2022-02-18,2022-03-07,canceled,False
27028141-9de2-466f-904d-48f8af3e81d5,d46363d0-099f-46d6-8ec0-a459ec7e9b9a,c55ebfae-af13-45e0-904f-c57ed6dfd583,2022-12-12,2022-12-31,canceled,False
d6fd65b6-2823-473a-8dd3-59e5657fbedd,d46363d0-099f-46d6-8ec0-a459ec7e9b9a,8e481eae-2a55-4b20-96f7-2f696903aef1,2023-11-08,2024-02-29,canceled,False
a6507a02-d3cf-4b62-bccf-48e4753551de,e1212381-1e42-4062-873a-6a4ed53595a7,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-07-22,,active,False
108c8c34-1b72-4e4f-a40a-ec97b50bd939,a0c4041e-c2c1-4118-9f37-cdc0a89f8f4e,8e481eae-2a55-4b20-96f7-2f696903aef1,2021-03-25,2021-07-14,canceled,False
80f10b7c-1302-4841-be4a-25c418b40e48,a0c4041e-c2c1-4118-9f37-cdc0a89f8f4e,8e481eae-2a55-4b20-96f7-2f696903aef1,2021-07-10,2022-10-01,canceled,False
a8b85b07-20c1-4361-97b1-1147d705b00f,a0c4041e-c2c1-4118-9f37-cdc0a89f8f4e,c55ebfae-af13-45e0-904f-c57ed6dfd583,2022-09-19,2024-04-08,canceled,False
89b29ae8-ac4c-4083-a77c-3e2a9ddcc1b6,4767b690-dc2b-48b9-b661-ce8c3ec76461,8e481eae-2a55-4b20-96f7-2f696903aef1,2022-11-05,2022-12-03,canceled,False
8b8be808-8272-4c59-82aa-7e3365b8174d,4767b690-dc2b-48b9-b661-ce8c3ec76461,eb19d54f-75b5-4e5e-882b-89d761f1a132,2022-11-22,2023-03-17,canceled,False
c63c686b-928a-4034-9f3c-6ee29127fde5,4767b690-dc2b-48b9-b661-ce8c3ec76461,eb19d54f-75b5-4e5e-882b-89d761f1a132,2023-03-27,2024-01-17,canceled,False
3bf14c37-7850-45a3-87a5-01229b2441c6,27387ec2-bc48-4c66-aadc-dbd926b45c7b,32b15e00-876d-4375-87b9-7dd44fe61f63,2020-10-28,2024-10-01,canceled,False
83264ac1-3ef3-49f0-b1e1-0c95348516d0,27387ec2-bc48-4c66-aadc-dbd926b45c7b,32b15e00-876d-4375-87b9-7dd44fe61f63,2023-10-30,2024-10-18,canceled,False
1fc68697-c244-457e-9462-d18a3184bc4f,27387ec2-bc48-4c66-aadc-dbd926b45c7b,32b15e00-876d-4375-87b9-7dd44fe61f63,2023-11-01,2023-11-22,canceled,False
d5514657-9be9-4075-a557-5950e71a07ab,483c805a-5cae-434a-921f-0b427eb8eb33,2e320402-1f28-4910-a881-e7345f8a0afc,2022-06-12,2023-06-05,canceled,False
cfceb364-328b-4aaf-bee2-32380a6b401c,483c805a-5cae-434a-921f-0b427eb8eb33,2e320402-1f28-4910-a881-e7345f8a0afc,2022-06-27,2023-06-19,canceled,False
2b76508c-b974-488b-a6e0-10d00210753a,483c805a-5cae-434a-921f-0b427eb8eb33,2e320402-1f28-4910-a881-e7345f8a0afc,2022-07-14,2023-07-06,canceled,False
ec7f392b-d90e-4d59-8a1b-edc9b5e388ee,c2f1cc34-7652-4f4e-91f5-a46a111edc9f,8e481eae-2a55-4b20-96f7-2f696903aef1,2020-10-11,2020-11-01,canceled,False
5217f570-e7ff-4d08-a4ad-16868b29fff4,c2f1cc34-7652-4f4e-91f5-a46a111edc9f,8e481eae-2a55-4b20-96f7-2f696903aef1,2021-02-11,2021-12-06,canceled,False
36385f6c-e4c7-4be8-b07b-cd33ff1890b4,c2f1cc34-7652-4f4e-91f5-a46a111edc9f,8e481eae-2a55-4b20-96f7-2f696903aef1,2021-11-24,2023-01-08,canceled,False
810b484f-20ea-4657-89c5-72b95960a197,53055c69-a55e-4113-bff3-ed11b5764b52,c55ebfae-af13-45e0-904f-c57ed6dfd583,2020-04-21,2020-05-16,canceled,False
ae640188-d100-4f69-8847-cccb8cc4b22e,53055c69-a55e-4113-bff3-ed11b5764b52,c55ebfae-af13-45e0-904f-c57ed6dfd583,2020-05-07,2020-07-01,canceled,False
09abe8e0-4cc9-4e0a-9662-761267de72ce,53055c69-a55e-4113-bff3-ed11b5764b52,c55ebfae-af13-45e0-904f-c57ed6dfd583,2020-06-21,2022-12-04,canceled,False
41605647-b38e-4edb-83cb-a124104dddae,8a278504-cfd8-441b-b365-aea773b58794,c55ebfae-af13-45e0-904f-c57ed6dfd583,2024-06-13,2024-07-04,canceled,False
bcef4f53-5d64-49c1-b636-3a381fe0fa47,69591e28-e152-41a0-999f-ac150d759b44,eb19d54f-75b5-4e5e-882b-89d761f1a132,2023-05-21,,past_due,True
5282afec-5830-4197-a2b6-58763597d2d6,4d12dd0c-0215-4ad8-a43f-7573b13868df,c55ebfae-af13-45e0-904f-c57ed6dfd583,2023-02-24,2024-09-15,canceled,False
9e18a243-342b-4b35-b478-f4b269bd3075,4d12dd0c-0215-4ad8-a43f-7573b13868df,c55ebfae-af13-45e0-904f-c57ed6dfd583,2024-08-20,2024-09-10,canceled,False
0a335a51-be90-4c67-bc4d-3755e3d221ce,4d12dd0c-0215-4ad8-a43f-7573b13868df,c55ebfae-af13-45e0-904f-c57ed6dfd583,2024-11-29,,active,False
fc01c361-cb0d-485c-bfea-3cb468505af2,ce436a69-3f67-42fa-851e-02e65840072f,8e481eae-2a55-4b20-96f7-2f696903aef1,2023-01-21,2023-11-11,canceled,False
55f5484e-a027-47e8-99b3-dd9360999a54,ce436a69-3f67-42fa-851e-02e65840072f,8e481eae-2a55-4b20-96f7-2f696903aef1,2023-10-21,2023-11-08,canceled,False
a67de85f-26df-41b2-b0e7-8eb96dcc7911,ce436a69-3f67-42fa-851e-02e65840072f,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-01-07,2024-01-25,canceled,False
d268c91d-0cc5-4012-85bc-e34f13d0365c,014683f7-2504-40b2-be02-99479789f490,c55ebfae-af13-45e0-904f-c57ed6dfd583,2022-06-26,2023-10-16,canceled,False
a855e2fd-dcd9-4a55-8252-7cea7909b22b,014683f7-2504-40b2-be02-99479789f490,c55ebfae-af13-45e0-904f-c57ed6dfd583,2023-10-07,2024-04-24,canceled,False
ddcf7f61-7148-48fc-9210-acb7f41771c0,014683f7-2504-40b2-be02-99479789f490,c55ebfae-af13-45e0-904f-c57ed6dfd583,2024-04-22,,past_due,False
87f96957-bbc7-41cf-9e13-060b9692a453,635a543e-c405-4afc-8239-6d82f581178d,32b15e00-876d-4375-87b9-7dd44fe61f63,2024-01-20,2024-02-06,canceled,False
3dfa6b2b-c620-426a-ad55-a86385a5db87,635a543e-c405-4afc-8239-6d82f581178d,32b15e00-876d-4375-87b9-7dd44fe61f63,2024-08-28,2025-08-17,canceled,False
b751ad57-559f-4365-85bb-905099f70404,635a543e-c405-4afc-8239-6d82f581178d,32b15e00-876d-4375-87b9-7dd44fe61f63,2024-08-29,2024-09-13,canceled,False
937c6b86-58fc-4fa6-82d3-96f6f6cd1b78,e40a877f-4da7-49e4-a1b3-b9d8633ca391,32b15e00-876d-4375-87b9-7dd44fe61f63,2022-11-22,2023-11-08,canceled,False
d11f2230-6a56-4f1e-b39a-488103800a93,e40a877f-4da7-49e4-a1b3-b9d8633ca391,32b15e00-876d-4375-87b9-7dd44fe61f63,2022-12-10,2025-11-18,canceled,False
2ca2fefc-90be-4e7c-aceb-c37bb8e5e86c,e40a877f-4da7-49e4-a1b3-b9d8633ca391,32b15e00-876d-4375-87b9-7dd44fe61f63,2024-12-17,2025-12-06,canceled,False
158018d3-0c63-406e-9067-4db3add048d3,cd3fb0cf-898a-4cba-a8f2-897cc4325973,32b15e00-876d-4375-87b9-7dd44fe61f63,2022-11-22,2023-11-08,canceled,False
2d3dbff6-f836-4430-87df-2968fde8221f,cd3fb0cf-898a-4cba-a8f2-897cc4325973,32b15e00-876d-4375-87b9-7dd44fe61f63,2022-11-23,2022-12-11,canceled,False
a8f9f917-52b1-41ac-aa57-8be45bfb1ca4,cd3fb0cf-898a-4cba-a8f2-897cc4325973,32b15e00-876d-4375-87b9-7dd44fe61f63,2023-11-09,2024-10-26,canceled,False
52ee7a42-25f3-4f0f-86ef-584d9b9248ac,ef2fe029-85ca-4cee-9d22-097c0fc98e76,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-04-11,2024-04-30,canceled,False
7b00fc9d-8047-40d1-a089-6360e614d75d,ef2fe029-85ca-4cee-9d22-097c0fc98e76,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-08-06,,active,True
f0f696b2-e906-4188-bc06-fe694363a82d,24ee583c-4cba-43a6-bf8e-b48a411474a5,c55ebfae-af13-45e0-904f-c57ed6dfd583,2023-05-12,2023-06-01,canceled,False
a200aa27-0315-4685-8e19-102fcf4b40b4,24ee583c-4cba-43a6-bf8e-b48a411474a5,c55ebfae-af13-45e0-904f-c57ed6dfd583,2024-04-20,2024-05-05,canceled,False
4382352a-fbb0-4f75-ae06-2cf1a3ecfeac,e873a136-2888-418d-826c-bd61d3c374fd,eb19d54f-75b5-4e5e-882b-89d761f1a132,2022-01-30,2023-05-23,canceled,False
8a285d84-f626-48f4-95e6-ac965a740d24,e873a136-2888-418d-826c-bd61d3c374fd,eb19d54f-75b5-4e5e-882b-89d761f1a132,2023-05-28,2023-10-20,canceled,False
de713f54-436d-4f3e-bf6b-418bbff605d7,e873a136-2888-418d-826c-bd61d3c374fd,eb19d54f-75b5-4e5e-882b-89d761f1a132,2023-09-28,2023-11-02,canceled,False
e8fa8581-2845-4264-a204-6bb123a758af,e498fc56-0322-413a-af7f-06dc2d5ce2d7,642d8371-5b48-4ceb-b09f-8a960abe502a,2022-09-24,2022-10-25,canceled,False
636e9bca-7317-400f-98d5-74c3085e0b78,e498fc56-0322-413a-af7f-06dc2d5ce2d7,642d8371-5b48-4ceb-b09f-8a960abe502a,2023-04-30,2023-06-01,canceled,False
5acc70d1-504e-4ad6-a222-1c5d15e3ab20,e498fc56-0322-413a-af7f-06dc2d5ce2d7,642d8371-5b48-4ceb-b09f-8a960abe502a,2024-03-13,2025-03-05,canceled,False
ff9abfdb-cc0c-4365-881e-7ffc7cafc632,0859cf92-9fae-4bfb-a77d-d8b035cc2777,c55ebfae-af13-45e0-904f-c57ed6dfd583,2022-09-16,2024-01-02,canceled,False
a957f8dd-4c38-4d15-87b8-34854edfad78,0859cf92-9fae-4bfb-a77d-d8b035cc2777,c55ebfae-af13-45e0-904f-c57ed6dfd583,2023-12-28,2024-04-17,canceled,False
e41a8bf9-0bac-48e0-a5f5-a9b87b72cc1e,0859cf92-9fae-4bfb-a77d-d8b035cc2777,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-04-12,2024-12-02,canceled,False
a04b4e0d-97c7-4c1e-b84e-5cd6d517b4bd,290de4c3-f537-4bec-b80b-65e9a024b3d4,c55ebfae-af13-45e0-904f-c57ed6dfd583,2023-01-10,2023-01-30,canceled,False
fba69218-fb80-4a40-9c6b-f8e3ea7747db,290de4c3-f537-4bec-b80b-65e9a024b3d4,c55ebfae-af13-45e0-904f-c57ed6dfd583,2023-06-15,2023-07-01,canceled,False
21c75dce-b042-4ded-863d-09a6042aad48,290de4c3-f537-4bec-b80b-65e9a024b3d4,c55ebfae-af13-45e0-904f-c57ed6dfd583,2024-04-12,2024-05-02,canceled,False
8310f71d-e2b3-464a-b051-e124d9f93b44,e6043a5b-1942-4425-8e7b-e9d3e81e6e1a,eb19d54f-75b5-4e5e-882b-89d761f1a132,2023-10-24,,past_due,True
800f6879-a74a-4a3b-ba7a-5a37c03983da,ab8e67a5-5ed2-41a3-8c0e-1bf419c54110,8e481eae-2a55-4b20-96f7-2f696903aef1,2022-12-13,2024-01-30,canceled,False
a8dae10e-bc8e-4e87-93b0-07370c7e9611,ab8e67a5-5ed2-41a3-8c0e-1bf419c54110,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-01-08,2024-01-23,canceled,False
f0cb9212-061a-451a-8b7e-2c51517f4da4,ab8e67a5-5ed2-41a3-8c0e-1bf419c54110,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-11-09,,active,True
37f5f6d4-1d93-44ff-9a96-b2d7d4735aa7,70e2e686-288d-497b-8fbe-a71e53d787ab,32b15e00-876d-4375-87b9-7dd44fe61f63,2020-05-26,2022-05-12,canceled,False
3a2b4bd0-794b-4994-8243-416e025fab9c,70e2e686-288d-497b-8fbe-a71e53d787ab,32b15e00-876d-4375-87b9-7dd44fe61f63,2021-06-08,2022-05-31,canceled,False
381eac43-9ae8-4e52-b4f2-0a6382775c53,70e2e686-288d-497b-8fbe-a71e53d787ab,32b15e00-876d-4375-87b9-7dd44fe61f63,2021-06-25,2022-06-12,canceled,False
121e6331-3415-4c1a-bc1f-5af0d5846118,c973e490-f7d5-45b0-8472-9a6df9b06853,c55ebfae-af13-45e0-904f-c57ed6dfd583,2021-05-01,2021-07-29,canceled,False
e7b0b243-d2df-424c-b54c-2d12ade193d2,c973e490-f7d5-45b0-8472-9a6df9b06853,c55ebfae-af13-45e0-904f-c57ed6dfd583,2021-07-01,2021-07-17,canceled,False
1c1937af-00c3-4d8d-8658-2d59a983f09f,c973e490-f7d5-45b0-8472-9a6df9b06853,8e481eae-2a55-4b20-96f7-2f696903aef1,2021-12-11,2022-03-10,canceled,False
d59434c3-8788-4d30-b828-7e9d713eb315,94d03206-f2d3-4f9c-9c39-8d0d0f5a11f9,eb19d54f-75b5-4e5e-882b-89d761f1a132,2024-01-21,,past_due,False
4cfc9fad-4056-4333-9ddd-17e17311130a,72224d79-85ea-441c-9575-bf79c72b776c,32b15e00-876d-4375-87b9-7dd44fe61f63,2020-03-08,2020-03-24,canceled,False
92f20e7e-493a-4281-ab12-a9548ad75cde,72224d79-85ea-441c-9575-bf79c72b776c,32b15e00-876d-4375-87b9-7dd44fe61f63,2021-02-13,2021-03-05,canceled,False
1774f27d-c83f-42d1-bb49-25ecf33c6890,72224d79-85ea-441c-9575-bf79c72b776c,32b15e00-876d-4375-87b9-7dd44fe61f63,2021-07-07,2022-06-30,canceled,False
1177aefe-071f-4ba1-9ceb-d5a1f62c6676,801879c7-84ac-4c0d-95e3-adf9c3321743,c55ebfae-af13-45e0-904f-c57ed6dfd583,2021-08-08,2021-11-03,canceled,False
34be59dc-0adc-4723-8b42-963ef0008633,801879c7-84ac-4c0d-95e3-adf9c3321743,c55ebfae-af13-45e0-904f-c57ed6dfd583,2021-10-23,2022-02-13,canceled,False
dc873e45-f5b6-414b-99ab-42a08ee5f10f,801879c7-84ac-4c0d-95e3-adf9c3321743,c55ebfae-af13-45e0-904f-c57ed6dfd583,2022-02-08,2023-06-28,canceled,False
6ec0febe-e888-4d17-9935-69f73eba5179,79a1e76a-35b7-431d-8867-3f3056059bb4,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-02-05,,past_due,False
c23bfff9-a58f-4fdf-85dc-9511bd71df9e,4ce39bff-d68f-4ae4-b274-d69133e1c638,8e481eae-2a55-4b20-96f7-2f696903aef1,2022-09-11,2024-01-30,canceled,False
925731de-7aea-4248-820e-1bebad045a84,4ce39bff-d68f-4ae4-b274-d69133e1c638,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-01-05,2024-01-24,canceled,False
95a72190-775f-4b7b-9228-65db6a3183bb,4ce39bff-d68f-4ae4-b274-d69133e1c638,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-04-27,,past_due,False
0d3b0bd3-da64-497e-a42d-335e4fa6116a,ad21f60f-d420-4892-9707-bc1f5b805c20,c55ebfae-af13-45e0-904f-c57ed6dfd583,2023-09-13,2023-10-02,canceled,False
fd7193b9-639a-4b5e-93b5-aa3a891f5446,ad21f60f-d420-4892-9707-bc1f5b805c20,c55ebfae-af13-45e0-904f-c57ed6dfd583,2024-09-09,2024-10-31,canceled,False
59d1b63d-2ccc-4653-9abc-e5a6fda49153,ad21f60f-d420-4892-9707-bc1f5b805c20,c55ebfae-af13-45e0-904f-c57ed6dfd583,2024-10-12,2024-10-28,canceled,False
e26a2bf5-dd74-49c0-b032-bbdb1ab63b70,47d284bd-7d5d-47de-8486-87d08b07e357,c55ebfae-af13-45e0-904f-c57ed6dfd583,2022-08-30,2022-11-25,canceled,False
8d3eec45-5efe-4f42-8ed9-665e7b4da283,47d284bd-7d5d-47de-8486-87d08b07e357,8e481eae-2a55-4b20-96f7-2f696903aef1,2022-11-14,2024-02-01,canceled,False
be3379a7-3442-45f1-9b78-12febb016dfa,47d284bd-7d5d-47de-8486-87d08b07e357,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-01-10,2024-01-26,canceled,False
cfa310eb-5deb-42d0-a2a5-1f6b32aef584,550a4fbf-be12-45bf-a206-f1041c43982e,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-02-17,,past_due,True
a72a174b-e714-4355-a71f-37a3e3722a16,2a42d2e0-a690-4a38-98dd-577abe8f2a5b,8e481eae-2a55-4b20-96f7-2f696903aef1,2021-02-10,2021-10-30,canceled,False
2d5fd26b-4211-4610-8f27-5bba42c2768e,2a42d2e0-a690-4a38-98dd-577abe8f2a5b,8e481eae-2a55-4b20-96f7-2f696903aef1,2021-10-27,2024-04-12,canceled,False
146b8faa-100d-4921-aad5-8c8cb79e0410,2a42d2e0-a690-4a38-98dd-577abe8f2a5b,8e481eae-2a55-4b20-96f7-2f696903aef1,2024-04-02,2024-06-22,canceled,False
0298b61e-85b4-4bde-8c43-5279190264a1,96f92aba-b807-445e-a9df-82e3ea27ce32,8e481eae-2a55-4b20-96f7-2f696903aef1,2021-01-28,2021-04-25,canceled,False
e8bb1809-40b7-41bd-a158-0ada86f04d9f,96f92aba-b807-445e-a9df-82e3ea27ce32,8e481eae-2a55-4b20-96f7-2f696903aef1,2021-04-14,2022-12-29,canceled,False
c2d7dfda-c6f4-4a47-8cc5-cd8ffe589de1,96f92aba-b807-445e-a9df-82e3ea27ce32,8e481eae-2a55-4b20-96f7-2f696903aef1,2022-12-23,2023-12-10,canceled,False
